Date,Close,High,Low,Total Market Value,Dividend Market Value
2017-10-06,6590.18,6590.18,6566.84,9874186417432.0,141198695.0
2017-10-05,6585.36,6587.21,6547.65,9866198816917.0,126085248.0
2017-10-04,6534.63,6546.46,6513.12,9790145453002.0,1502742400.0
2017-10-03,6531.71,6532.18,6509.71,9791903265618.0,756890149.0
2017-10-02,6516.72,6527.22,6484.14,9768454679400.0,15849046.0
2017-09-29,6495.96,6497.98,6454.86,9742094009499.0,146729396.0
2017-09-28,6453.45,6456.23,6427.66,9677177505448.0,1205194572.0
2017-09-27,6453.26,6472.65,6405.36,9677041577138.0,36573697.0
2017-09-26,6380.16,6405.0,6364.57,9568514142366.0,7499583.0
2017-09-25,6370.59,6408.05,6343.96,9554667821305.0,106489226.0
2017-09-22,6426.92,6429.54,6400.81,9636871641845.0,31100217.0
2017-09-21,6422.69,6448.57,6405.3,9630286522349.0,106364036.0
2017-09-20,6456.04,6466.05,6414.23,9666061984610.0,56117009.0
2017-09-19,6461.32,6467.79,6446.75,9673781272330.0,197843942.0
2017-09-18,6454.64,6477.77,6438.41,9663683425941.0,422515340.0
2017-09-15,6448.47,6464.27,6419.65,9665824566859.0,113676123.0
2017-09-14,6429.08,6455.32,6424.04,9637310780403.0,1124792285.0
2017-09-13,6460.19,6460.42,6433.2,9683328232184.0,296128576.0
2017-09-12,6454.28,6455.02,6429.54,9688121137198.0,488720286.0
2017-09-11,6432.26,6439.11,6410.71,9655323103571.0,11009907.0
2017-09-08,6360.19,6391.41,6354.96,9546843290595.0,110738543.0
2017-09-07,6397.87,6413.07,6379.81,9603336219842.0,963065305.0
2017-09-06,6393.31,6407.4,6356.2,9594377064332.0,93443337.0
2017-09-05,6375.57,6426.51,6334.59,9577131457208.0,0.0
2017-09-01,6435.33,6449.65,6417.87,9658111173101.0,43915674.0
2017-08-31,6428.66,6435.27,6383.58,9649036284815.0,61858719.0
2017-08-30,6368.31,6374.47,6303.57,9558450631910.0,599950585.0
2017-08-29,6301.89,6311.26,6228.73,9458695555187.0,426241603.0
2017-08-28,6283.02,6292.26,6267.85,9444151314808.0,847121708.0
2017-08-25,6265.64,6308.72,6257.1,9417822711702.0,30271202.0
2017-08-24,6271.33,6302.85,6244.57,9426271972554.0,86992467.0
2017-08-23,6278.41,6291.3,6263.29,9437157034744.0,139735671.0
2017-08-22,6297.48,6302.84,6241.21,9461173489386.0,478931761.0
2017-08-21,6213.13,6226.93,6177.19,9334249248735.0,213293024.0
2017-08-18,6216.53,6254.22,6193.38,9338864859986.0,148294071.0
2017-08-17,6221.91,6334.23,6221.91,9345745555794.0,270482379.0
2017-08-16,6345.11,6374.56,6330.27,9530502464728.0,1515244172.0
2017-08-15,6333.01,6350.74,6324.75,9509562196138.0,3953161081.0
2017-08-14,6340.23,6346.83,6305.55,9520347165438.0,133525318.0
2017-08-11,6256.56,6266.89,6216.19,9394487380562.0,134213005.0
2017-08-10,6216.87,6318.28,6214.41,9334811686869.0,3861311834.0
2017-08-09,6352.33,6355.04,6309.44,9539835335454.0,145707549.0
2017-08-08,6370.46,6423.35,6355.88,9565377957234.0,634011284.0
2017-08-07,6383.77,6386.03,6356.23,9585628014576.0,96210447.0
2017-08-04,6351.56,6361.49,6329.73,9529493969059.0,97288424.0
2017-08-03,6340.34,6368.53,6331.14,9512512117569.0,1454740384.0
2017-08-02,6362.65,6394.21,6313.43,9545385475937.0,108335144.0
2017-08-01,6362.94,6375.75,6345.75,9541554789804.0,44368108.0
2017-07-31,6348.12,6396.59,6338.79,9519006871860.0,13665656.0
2017-07-28,6374.68,6379.7,6337.22,9557162343590.0,507021372.0
2017-07-27,6382.19,6460.84,6318.62,9567947983475.0,659636268.0
2017-07-26,6422.75,6432.38,6416.3,9628503420463.0,22969279.0
2017-07-25,6412.17,6425.45,6396.87,9611934036919.0,9576315.0
2017-07-24,6410.81,6417.7,6380.61,9609038898774.0,92564456.0
2017-07-21,6387.75,6388.78,6365.12,9574237776272.0,6679526.0
2017-07-20,6390.0,6398.26,6365.68,9577057890496.0,270329838.0
2017-07-19,6385.04,6387.73,6362.19,9569536254073.0,29244598.0
2017-07-18,6344.31,6344.55,6291.07,9513183822814.0,2072150.0
2017-07-17,6314.43,6330.97,6307.34,9468995894191.0,1070252.0
2017-07-14,6312.47,6321.76,6278.7,9465539473804.0,609551.0
2017-07-13,6274.44,6281.45,6251.26,9408516090951.0,16108120.0
2017-07-12,6261.17,6265.64,6236.82,9388428728681.0,115270529.0
2017-07-11,6193.3,6200.58,6149.87,9282676297661.0,790450.0
2017-07-10,6176.39,6191.27,6141.83,9256452140196.0,30280251.0
2017-07-07,6153.08,6164.94,6111.21,9221960927949.0,0.0
2017-07-06,6089.46,6127.98,6081.96,9127425440240.0,109117335.0
2017-07-05,6150.86,6163.62,6100.42,9219477667712.0,1541865554.0
2017-07-03,6110.06,6177.36,6106.12,9158837007657.0,92557540.0
2017-06-30,6140.42,6170.63,6129.04,9204893205893.0,781354259.0
2017-06-29,6144.35,6216.6,6087.81,9210522874939.0,98919461.0
2017-06-28,6234.41,6238.29,6144.8,9345094507626.0,1255221435.0
2017-06-27,6146.62,6234.32,6146.62,9213127397472.0,36238191.0
2017-06-26,6247.15,6303.45,6233.43,9364879106273.0,5573643.0
2017-06-23,6265.25,6269.37,6218.78,9392106039209.0,17738819.0
2017-06-22,6236.69,6257.68,6221.96,9354213947921.0,36953997.0
2017-06-21,6233.95,6236.66,6200.86,9349896653766.0,96642600.0
2017-06-20,6188.03,6234.01,6186.94,9280947554828.0,0.0
2017-06-19,6239.01,6243.31,6194.0,9357403158089.0,324093957.0
2017-06-16,6151.76,6161.56,6125.5,9261258247880.0,35409978.0
2017-06-15,6165.5,6170.15,6107.85,9283374237844.0,604340194.0
2017-06-14,6194.89,6237.53,6153.55,9326842018146.0,1003511909.0
2017-06-13,6220.37,6226.41,6180.04,9365225234332.0,441877089.0
2017-06-12,6175.46,6183.81,6110.66,9297737337446.0,22345416.0
2017-06-09,6207.92,6341.7,6137.68,9346710868141.0,9439551.0
2017-06-08,6321.76,6324.06,6282.93,9518137598507.0,62724079.0
2017-06-07,6297.38,6302.78,6267.18,9481036082297.0,1354173244.0
2017-06-06,6275.06,6304.21,6269.86,9447344937591.0,22427690.0
2017-06-05,6295.68,6310.62,6292.14,9477784833239.0,222296134.0
2017-06-02,6305.8,6308.76,6253.77,9493535334775.0,124955332.0
2017-06-01,6246.83,6247.07,6200.45,9404849365336.0,74922512.0
2017-05-31,6198.52,6221.99,6164.07,9332012288336.0,335783310.0
2017-05-30,6203.19,6217.13,6200.41,9339321610830.0,397326799.0
2017-05-26,6210.19,6211.52,6196.66,9350801350469.0,1181116503.0
2017-05-25,6205.26,6217.34,6174.52,9343250002218.0,75911994.0
2017-05-24,6163.02,6166.09,6139.33,9279236236596.0,185088409.0
2017-05-23,6138.71,6150.91,6121.79,9243808753898.0,308842453.0
2017-05-22,6133.62,6135.92,6097.24,9236061149437.0,185460539.0
2017-05-19,6083.7,6106.55,6070.23,9160800360005.0,178199834.0
2017-05-18,6055.13,6073.45,5996.81,9117426003202.0,210035735.0
2017-05-17,6011.24,6122.87,6009.48,9050560473979.0,1208984382.0
2017-05-16,6169.87,6170.16,6139.1,9287020615317.0,3578715639.0
2017-05-15,6149.67,6153.04,6124.79,9256891630842.0,905773680.0
2017-05-12,6121.23,6122.84,6105.42,9213315612044.0,211970404.0
2017-05-11,6115.96,6120.2,6075.68,9205346404852.0,3731827474.0
2017-05-10,6129.14,6131.64,6103.87,9224822504426.0,350806630.0
2017-05-09,6120.59,6133.0,6107.59,9209718090126.0,457411698.0
2017-05-08,6102.66,6106.12,6083.06,9182770506021.0,314154758.0
2017-05-05,6100.76,6100.76,6067.16,9182330113513.0,28034155.0
2017-05-04,6075.34,6080.82,6054.33,9143896224434.0,134109208.0
2017-05-03,6072.55,6076.96,6053.28,9139584839468.0,1439353336.0
2017-05-02,6095.37,6102.72,6081.56,9172486422915.0,34466425.0
2017-05-01,6091.6,6100.73,6061.35,9167157654726.0,1320520.0
2017-04-28,6047.61,6074.04,6040.71,9101022306132.0,202729557.0
2017-04-27,6048.94,6050.7,6031.59,9102914068878.0,749413593.0
2017-04-26,6025.23,6040.89,6021.72,9067108018041.0,100628582.0
2017-04-25,6025.49,6036.02,6002.65,9065929192163.0,8741432.0
2017-04-24,5983.82,5989.92,5970.25,9003213172199.0,92563496.0
2017-04-21,5910.52,5919.23,5899.43,8895129051252.0,7985882.0
2017-04-20,5916.78,5926.23,5880.2,8904380696227.0,454850.0
2017-04-19,5863.03,5894.67,5856.34,8822316526148.0,277954058.0
2017-04-18,5849.47,5860.04,5828.57,8802603039532.0,1689920.0
2017-04-17,5856.79,5856.79,5818.2,8813585287580.0,5919893.0
2017-04-13,5805.15,5856.54,5805.15,8739837322802.0,1583425.0
2017-04-12,5836.16,5868.09,5830.44,8786417155832.0,12456250.0
2017-04-11,5866.77,5878.94,5819.29,8831529580385.0,127984747.0
2017-04-10,5880.93,5907.85,5865.56,8852635878651.0,16097889.0
2017-04-07,5877.81,5892.07,5855.51,8847631120264.0,16520552.0
2017-04-06,5878.95,5889.58,5856.22,8849223592258.0,106901666.0
2017-04-05,5864.48,5936.39,5856.26,8826719407157.0,153713886.0
2017-04-04,5898.61,5901.39,5878.76,8869063301213.0,1459553634.0
2017-04-03,5894.68,5928.93,5867.73,8861945983508.0,794521820.0
2017-03-31,5911.74,5927.81,5901.77,8887987876433.0,41855896.0
2017-03-30,5914.34,5916.77,5894.0,8895843609194.0,156784038.0
2017-03-29,5897.55,5900.87,5870.93,8870036335313.0,1156028211.0
2017-03-28,5875.14,5888.7,5828.86,8835193126362.0,532313366.0
2017-03-27,5840.37,5849.2,5769.39,8784356657198.0,143365.0
2017-03-24,5828.74,5858.95,5807.83,8768653482783.0,10503911.0
2017-03-23,5817.69,5842.82,5806.98,8751938793409.0,40042587.0
2017-03-22,5821.64,5825.67,5781.8,8759257920532.0,99473341.0
2017-03-21,5793.83,5928.06,5790.73,8719028859822.0,15931147.0
2017-03-20,5901.53,5915.12,5888.12,8880649828626.0,288625009.0
2017-03-17,5901.0,5912.61,5890.42,8888015154674.0,42597768.0
2017-03-16,5900.76,5911.48,5887.24,8887254456062.0,585927205.0
2017-03-15,5900.05,5911.2,5858.16,8885651023530.0,174712305.0
2017-03-14,5856.82,5860.5,5831.88,8820172183989.0,859058454.0
2017-03-13,5875.78,5877.43,5860.83,8846540729703.0,887559759.0
2017-03-10,5861.73,5872.6,5835.44,8840240959087.0,49184880.0
2017-03-09,5838.81,5852.54,5812.08,8805503907992.0,422093318.0
2017-03-08,5837.55,5860.63,5832.63,8803568592207.0,803659762.0
2017-03-07,5833.93,5859.77,5826.32,8798122327623.0,97980542.0
2017-03-06,5849.17,5857.74,5827.46,8821324409753.0,121537085.0
2017-03-03,5870.75,5870.75,5841.47,8853362387324.0,34684843.0
2017-03-02,5861.22,5897.01,5856.3,8841286325197.0,128204552.0
2017-03-01,5904.03,5911.79,5865.79,8906504853561.0,1154560417.0
2017-02-28,5825.44,5855.07,5817.22,8788801168075.0,138241060.0
2017-02-27,5861.9,5861.9,5827.0,8844354683180.0,1036769035.0
2017-02-24,5845.31,5845.31,5800.55,8822511236044.0,323420054.0
2017-02-23,5835.51,5866.96,5809.55,8807574120331.0,272598811.0
2017-02-22,5860.63,5864.41,5848.28,8842598766260.0,471712156.0
2017-02-21,5865.95,5867.89,5847.5,8849451034005.0,36385823.0
2017-02-17,5838.58,5838.58,5800.8,8809445212454.0,126785439.0
2017-02-16,5814.9,5835.15,5796.71,8778367216514.0,190387147.0
2017-02-15,5819.44,5821.95,5776.7,8785079552145.0,143115629.0
2017-02-14,5782.57,5783.09,5748.74,8726012502699.0,3296212034.0
2017-02-13,5763.96,5770.99,5751.92,8697173265506.0,1436520503.0
2017-02-10,5734.13,5743.43,5717.42,8653002541586.0,154886233.0
2017-02-09,5715.18,5722.71,5685.15,8623727846095.0,3137015980.0
2017-02-08,5682.45,5686.96,5649.39,8574403125054.0,365601008.0
2017-02-07,5674.22,5689.6,5664.82,8559885969389.0,412491074.0
2017-02-06,5663.55,5668.2,5650.26,8544347327784.0,151289582.0
2017-02-03,5666.77,5666.84,5647.58,8548667252300.0,1379793235.0
2017-02-02,5636.2,5656.01,5616.4,8502545132309.0,83064389.0
2017-02-01,5642.65,5662.11,5621.03,8513005069123.0,83212230.0
2017-01-31,5614.79,5615.15,5576.09,8473807407518.0,82705280.0
2017-01-30,5613.71,5636.09,5578.76,8472163407750.0,571733462.0
2017-01-27,5660.78,5667.45,5643.9,8541753135535.0,583699931.0
2017-01-26,5655.18,5669.61,5647.65,8533362940530.0,26738603.0
2017-01-25,5656.34,5658.59,5634.33,8535023061042.0,21206312.0
2017-01-24,5600.96,5606.53,5558.49,8450667724894.0,0.0
2017-01-23,5552.94,5564.14,5522.69,8379936338060.0,4765407.0
2017-01-20,5555.33,5574.35,5542.23,8384079566817.0,1131415.0
2017-01-19,5540.08,5571.53,5528.37,8360932858504.0,262718004.0
2017-01-18,5555.65,5555.98,5534.77,8384496660313.0,36892084.0
2017-01-17,5538.73,5557.05,5527.22,8358174901907.0,1155366.0
2017-01-13,5574.12,5584.26,5557.2,8411755900721.0,4856171.0
2017-01-12,5547.49,5550.67,5496.82,8371511707134.0,11850855.0
2017-01-11,5563.65,5564.08,5524.03,8395935722787.0,130176272.0
2017-01-10,5551.82,5564.25,5528.11,8376356776208.0,3530437.0
2017-01-09,5531.82,5541.08,5517.14,8346175271043.0,10535376.0
2017-01-06,5521.06,5536.52,5482.81,8330185419118.0,91243800.0
2017-01-05,5487.94,5495.85,5464.36,8279925231567.0,8977210.0
2017-01-04,5477.0,5482.35,5440.24,8263185062695.0,1445802661.0
2017-01-03,5429.08,5452.57,5397.99,8193635766413.0,43323574.0
2016-12-30,5383.12,5441.9,5371.89,8123980516972.0,658581884.0
2016-12-29,5432.09,5450.63,5415.18,8197664738014.0,87237843.0
2016-12-28,5438.56,5498.91,5434.7,8206742730293.0,1129327610.0
2016-12-27,5487.44,5512.37,5469.61,8280951270121.0,46007557.0
2016-12-23,5462.69,5462.69,5441.76,8243377220462.0,5913509.0
2016-12-22,5447.42,5472.01,5432.77,8221485334730.0,85259762.0
2016-12-21,5471.43,5486.26,5465.31,8258349604375.0,23994591.0
2016-12-20,5483.94,5489.47,5471.71,8277316600416.0,15939342.0
2016-12-19,5457.44,5483.42,5436.54,8237381279235.0,394290807.0
2016-12-16,5437.16,5474.58,5426.01,8216100689017.0,118559713.0
2016-12-15,5456.85,5485.12,5439.39,8245757977221.0,140583677.0
2016-12-14,5436.67,5476.25,5425.73,8217800496935.0,573008191.0
2016-12-13,5463.83,5486.75,5430.72,8257594391074.0,1064526172.0
2016-12-12,5412.54,5434.9,5394.42,8180192017577.0,202097673.0
2016-12-09,5444.5,5450.16,5427.12,8228348612926.0,21414308.0
2016-12-08,5417.36,5425.52,5389.1,8190802339583.0,45093223.0
2016-12-07,5393.76,5397.93,5307.31,8154954524149.0,587868382.0
2016-12-06,5333.0,5333.99,5299.94,8062904438383.0,23171451.0
2016-12-05,5308.89,5321.09,5269.57,8026430815824.0,116659983.0
2016-12-02,5255.65,5274.54,5239.27,7946431329182.0,65819986.0
2016-12-01,5251.11,5326.34,5238.21,7945335386975.0,187273238.0
2016-11-30,5323.68,5393.15,5323.68,8055294518120.0,1194721307.0
2016-11-29,5379.92,5403.86,5360.56,8139661986156.0,408998514.0
2016-11-28,5368.81,5396.27,5364.91,8122882318566.0,1078674355.0
2016-11-25,5398.92,5398.92,5379.28,8168450683020.0,73228261.0
2016-11-23,5380.68,5380.68,5350.68,8138986078345.0,118984973.0
2016-11-22,5386.35,5392.26,5365.6,8143117767130.0,437685617.0
2016-11-21,5368.86,5369.83,5334.16,8118916536170.0,195557042.0
2016-11-18,5321.51,5346.8,5315.53,8046711049840.0,160800168.0
2016-11-17,5333.97,5334.05,5288.16,8065466402912.0,215508974.0
2016-11-16,5294.58,5299.63,5251.88,8007452827931.0,301510042.0
2016-11-15,5275.62,5287.06,5236.25,7971395066792.0,4105251976.0
2016-11-14,5218.4,5247.17,5192.04,7885757917194.0,935607018.0
2016-11-11,5237.11,5241.08,5179.64,7913821128129.0,0.0
2016-11-10,5208.8,5302.68,5145.32,7871892909257.0,243501806.0
2016-11-09,5251.07,5258.99,5143.86,7935690176955.0,345892737.0
2016-11-08,5193.49,5214.17,5145.3,7848518218910.0,146918270.0
2016-11-07,5166.17,5169.41,5122.77,7812875412402.0,166824556.0
2016-11-04,5046.37,5087.51,5034.41,7631476658759.0,248182402.0
2016-11-03,5058.41,5115.06,5053.52,7649689877158.0,5011900854.0
2016-11-02,5105.57,5156.7,5097.56,7720814069754.0,457531094.0
2016-11-01,5153.58,5201.13,5112.32,7793928297331.0,37184497.0
2016-10-31,5189.13,5206.7,5186.56,7845963966614.0,6659286.0
2016-10-28,5190.1,5232.35,5178.76,7846241668321.0,378934968.0
2016-10-27,5215.97,5274.12,5211.75,7885340468787.0,116207022.0
2016-10-26,5250.27,5280.85,5237.05,7936903360537.0,20205742.0
2016-10-25,5283.4,5310.27,5278.57,7987496819388.0,0.0
2016-10-24,5309.83,5311.5,5289.23,8027443203843.0,11919620.0
2016-10-21,5257.4,5259.13,5225.76,7948596311188.0,104189045.0
2016-10-20,5241.83,5252.1,5216.04,7923418566043.0,7661827.0
2016-10-19,5246.41,5253.83,5234.25,7929774967977.0,290005283.0
2016-10-18,5243.84,5264.27,5239.44,7925814624595.0,1328085.0
2016-10-17,5199.82,5219.98,5196.03,7860232283977.0,233671.0
2016-10-14,5214.16,5258.88,5213.37,7881407871247.0,481643.0
2016-10-13,5213.33,5228.26,5169.76,7880029203980.0,10579300.0
2016-10-12,5239.02,5257.18,5228.77,7915604844549.0,109523244.0
2016-10-11,5246.79,5321.82,5227.43,7917703447079.0,1501293.0
2016-10-10,5328.67,5340.52,5317.73,8041263361950.0,0.0
2016-10-07,5292.4,5315.65,5266.8,7986428307431.0,10525990.0
2016-10-06,5306.85,5315.73,5281.47,8006453665148.0,28156011.0
2016-10-05,5316.02,5330.81,5304.06,8020460371768.0,201648631.0
2016-10-04,5289.66,5323.6,5271.7,7978552206181.0,4755387.0
2016-10-03,5300.87,5308.6,5281.95,7996878168562.0,2064516448.0
2016-09-30,5312.0,5325.88,5277.88,8014170963886.0,7922216.0
2016-09-29,5269.15,5317.0,5254.52,7949122648856.0,95938191.0
2016-09-28,5318.55,5320.62,5284.84,8036572636538.0,1161470597.0
2016-09-27,5305.71,5306.81,5251.32,8018390359059.0,39372464.0
2016-09-26,5257.49,5282.27,5254.96,7945133405489.0,32457564.0
2016-09-23,5305.75,5329.71,5301.63,8016851198051.0,0.0
2016-09-22,5339.52,5342.88,5320.93,8067675181944.0,214234688.0
2016-09-21,5295.18,5299.4,5233.94,8000267140469.0,169387443.0
2016-09-20,5241.35,5265.18,5235.42,7923249152842.0,22623871.0
2016-09-19,5235.03,5281.07,5222.91,7915966735183.0,312317645.0
2016-09-16,5244.57,5248.6,5218.97,7948871474635.0,33551473.0
2016-09-15,5249.69,5254.78,5176.25,7956325889271.0,277614198.0
2016-09-14,5173.77,5201.34,5159.55,7841248626032.0,846370623.0
2016-09-13,5155.25,5195.03,5131.27,7813075435078.0,454118164.0
2016-09-12,5211.89,5217.88,5097.8,7898867265558.0,501146208.0
2016-09-09,5125.91,5225.93,5125.91,7769034064654.0,2391953.0
2016-09-08,5259.48,5271.01,5248.41,7971788055601.0,141531118.0
2016-09-07,5283.93,5287.61,5261.92,8011226783530.0,601687407.0
2016-09-06,5275.91,5275.91,5244.0,7998730231696.0,19281599.0
2016-09-02,5249.9,5263.39,5231.02,7965401535989.0,65838698.0
2016-09-01,5227.21,5229.94,5189.36,7933084574482.0,70788355.0
2016-08-31,5213.22,5219.89,5191.18,7915109400296.0,370202820.0
2016-08-30,5222.99,5241.62,5205.61,7929504938735.0,182276772.0
2016-08-29,5232.33,5245.12,5222.34,7944086890912.0,1146331073.0
2016-08-26,5218.92,5253.39,5191.86,7923667539788.0,15222466.0
2016-08-25,5212.2,5230.59,5201.64,7913444626202.0,36671737.0
2016-08-24,5217.69,5262.99,5205.64,7921646431580.0,926114358.0
2016-08-23,5260.08,5275.74,5257.9,7985880836040.0,364494688.0
2016-08-22,5244.6,5252.13,5224.63,7968449595173.0,134698741.0
2016-08-19,5238.38,5245.81,5217.65,7959723074725.0,183433840.0
2016-08-18,5240.15,5243.17,5221.84,7961572222741.0,210359738.0
2016-08-17,5228.66,5230.09,5197.23,7944120318929.0,486707976.0
2016-08-16,5227.11,5248.26,5226.78,7935582158535.0,2998746140.0
2016-08-15,5262.02,5271.36,5241.14,7987781812691.0,785674135.0
2016-08-12,5232.89,5233.34,5215.54,7943472118838.0,30787530.0
2016-08-11,5228.4,5235.29,5211.25,7935247996208.0,634352962.0
2016-08-10,5204.58,5227.96,5193.8,7899262415558.0,468518649.0
2016-08-09,5225.48,5238.54,5214.95,7931082744120.0,193796112.0
2016-08-08,5213.14,5228.4,5202.18,7911859654075.0,126249530.0
2016-08-05,5221.12,5227.23,5186.25,7923792590027.0,30471782.0
2016-08-04,5166.25,5174.0,5145.39,7837133858365.0,3206079290.0
2016-08-03,5159.74,5159.74,5128.44,7827078163239.0,1494498381.0
2016-08-02,5137.73,5181.02,5109.8,7793564012307.0,481586163.0
2016-08-01,5184.2,5199.13,5158.93,7864053672181.0,5579703.0
2016-07-29,5162.13,5175.81,5140.05,7834958808298.0,18341307.0
2016-07-28,5154.98,5160.16,5130.75,7824041256165.0,795003087.0
2016-07-27,5139.81,5151.06,5120.66,7793134043089.0,119032276.0
2016-07-26,5110.05,5122.3,5084.18,7747564968810.0,5006715.0
2016-07-25,5097.63,5100.72,5082.66,7728609748047.0,3000000.0
2016-07-22,5100.16,5103.52,5064.11,7732189948955.0,89360386.0
2016-07-21,5073.9,5102.78,5061.11,7691792839781.0,13605148.0
2016-07-20,5089.93,5098.25,5053.92,7715268390601.0,288491868.0
2016-07-19,5036.37,5052.24,5028.24,7634299824124.0,2307084.0
2016-07-18,5055.78,5063.53,5030.13,7663738760956.0,2208972.0
2016-07-15,5029.59,5044.81,5018.52,7624113319032.0,473247.0
2016-07-14,5034.06,5045.18,5025.15,7630702135529.0,64582168.0
2016-07-13,5005.73,5036.38,5002.82,7588820476726.0,122049478.0
2016-07-12,5022.82,5032.1,5009.68,7614864867749.0,1751472.0
2016-07-11,4988.64,5002.5,4976.54,7563114910751.0,7230160.0
